Conferencia,Ano,Edicao,Titulo,Resumo,Link
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Deployment of IBM Federated Learning Platform and Aggregation Algorithm Comparison: A Case Study Using the MNIST Dataset,"With the exponential growth in artificial intelligence, privacy and data acquisition concerns have surged, prompting stricter data protection laws. Federated Learning (FL) addresses these issues by enabling model training without accessing private data, allowing geographically dispersed clients to participate without sharing data. This study deployed an IBM FL platform using Docker containers across two clients and conducted training with the MNIST dataset using the two most common FL strategies: Federated Stochastic Gradient Descent (FedSGD) and Federated Averaging (FedAvg). The results validated the platform’s deployment and assessed the performance of each strategy in terms of model accuracy and client hardware capabilities. Performance metrics, including CPU and RAM usage, network traffic, and model accuracy, were collected. Despite the higher resource demands, both strategies achieved satisfactory model accuracy, with FedAvg showing slightly better efficiency for the small-scale deployment. The results emphasize the potential of FL for predictive maintenance in industrial applications, enabling decentralized data utilization while ensuring data privacy and security.",https://sol.sbc.org.br/index.php/bracis/article/view/33569
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Detection of Pathological Regions of the Gastrointestinal Tract in Capsule Images Using EfficientNetV2 and YOLOv8,"Diseases of the gastrointestinal (GI) tract are among the most common pathologies in the world population and are responsible for thousands of deaths every year. This work proposes an automatic method for detecting regions with GI Tract abnormalities, intending to reduce the number of lesions missed in Wireless Capsule Endoscopy (WCE) video exams by expert endoscopists. By taking advantage of convolutional neural networks (CNNs) and YOLO detection models, the proposed method not only increases the reliability of pathological detection in WCE images, but also sets a new benchmark in this field. Our results for binary classification between healthy and pathological images are promising, with an accuracy of 87.8%, precision of 91.6%, recall of 89.1% and F1-Score of 90.3%. In addition, the detection model showed an Intersection over Union (IoU) of 31.33% among all the images classified as pathological. The impact of this research is significant, as it provides a method capable of detecting GI Tract diseases in WCE images and contributing to better clinical decision-making and patient care.",https://sol.sbc.org.br/index.php/bracis/article/view/33570
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Developing Resource-Efficient Clinical LLMs for Brazilian Portuguese,"In this study, we developed and evaluated two medical large language models, Clinical-BR-LlaMA-2-7B and Clinical-BR-Mistral-7B-v0.2, specifically designed for Brazilian Portuguese. Utilizing the Low-Rank Adaptation (LoRA) technique, our models achieved significant improvements in generating synthetic clinical text, particularly in terms of Authenticity of Format and Structure, Spelling Accuracy, and Clinical Coherence. The evaluation, conducted by medical students using a 5-point Likert scale, demonstrated the effectiveness of our approach compared to baseline models. The scores indicate superior performance compared to baseline models such as LlaMA-2-7B and Mistral-7B-v0.2. Our results suggest that these resource-efficient models can effectively generate clinically relevant text, maintaining high standards of structure, accuracy, and coherence. Future work will focus on expanding datasets, refining evaluation protocols, and enhancing model robustness to further improve performance across various medical tasks.",https://sol.sbc.org.br/index.php/bracis/article/view/33649
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Diversity in Data for Speech Processing in Brazilian Portuguese,"Striving to attend AI ethical guidelines is essential when developing and testing AI systems in order to ensure safe and trustworthy applications. However, these guidelines can be too general. The analysis presented here concerns the ethical principle of diversity, by discussing its application to the field of speech processing, using the task of prosodic segmentation of spontaneous speech as a case study. Particularly, it covers the relevance of including diversity of speaker’s profiles and regional variants in data used for training and developing AI applications, in the context of Brazilian Portuguese (BP). The contributions brought by this study are: (i) a discussion of the application of the diversity principle in the context of corpora for speech applications, considering some relevant aspects and the process we formulated to select a diverse sample of speakers to compose our corpus; (ii) a literature review of the current scenario of available corpora for the task of prosodic segmentation of spontaneous speech in BP, focused on the diversity of the data; (iii) a publicly available speech corpus (The corpus is publicly available in our Github repository https://github.com/nilc-nlp/MuPe-Diversidades/ under the CC BY-NC-ND 4.0 license) containing 2 h 32 min 15 s of spontaneous speech audios in BP, their revised transcriptions with automatic prosodic segmentation annotation, elaborated to comprise diversity of age, gender, and accents (17 Brazilian states).",https://sol.sbc.org.br/index.php/bracis/article/view/33654
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Dual-Bandwidth Spectrogram Analysis for Speaker Verification,"The variability of the human voice is a challenge for speaker verification systems, influenced by individual traits and environmental conditions. This research introduces a novel approach that uses dual-bandwidth spectrograms with the Fast ResNet-34 neural network architecture for speaker verification. Dual-bandwidth spectrograms are data structures similar to multi-channel images, generated by stacking spectrograms derived from the same audio segment using two different window sizes. In this study, we employed window sizes of 5 ms and 30 ms. This approach captures a wider range of voice features across multiple temporal and spectral resolutions. Our findings demonstrate a statistically significant improvement in system performance, achieving an Equal Error Rate (EER) of 1.64% ±0.13%. This represents a 26% enhancement over the previously reported benchmark EER of 2.22% ±0.05%, validating our hypothesis that dual-bandwidth spectrograms offer a more detailed and comprehensive representation of voice features for accurate speaker verification. Analysis of individual bandwidth contributions reveals that narrowband spectrograms carry more relevant features for speaker verification, while the combination with broadband spectrograms provides complementary information.",https://sol.sbc.org.br/index.php/bracis/article/view/33571
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Dynamicity Analysis in the Selection of Classifier Ensembles Parameters,"Over the years, significant progress has been made in the realm of classifier ensembles research. Several methods to enhance their efficiency have been proposed, applicable to both homogeneous and heterogeneous ensemble structures. A key challenge in employing classifier ensembles lies in determining their structure (hyper-parameters). Basically, the ensemble structure selection can be done in two different ways, static and dynamic selection. Unlike static selection, dynamic selection defines the ensemble structure for each testing instance. Different dynamic selection methods have been proposed in the literature, mainly for ensemble members and features, but very little effort has been done to propose dynamic selection methods for combination methods. Therefore, it is important to evaluate the impact of a dynamic selection of combination methods or both (methods and members) in the creation of robust classifier ensembles. In this paper, an exploratory analysis of dynamic selection of the main ensemble structure parameters will be performed. In order to do this, three different scenarios will be assessed: Full Static ensemble, Partial Dynamic ensemble and Full Dynamic ensemble. Finally, an empirical analysis of these scenarios will be carried out. Our findings show that the use of a full dynamic selection provides more robust classifier ensembles, in most of the analyzed cases.",https://sol.sbc.org.br/index.php/bracis/article/view/33572
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,ERASMO: Leveraging Large Language Models for Enhanced Clustering Segmentation,"Cluster analysis plays a crucial role in various domains and applications, such as customer segmentation in marketing. These contexts often involve multimodal data, including both tabular and textual datasets, making it challenging to represent hidden patterns for obtaining meaningful clusters. This study introduces ERASMO, a framework designed to fine-tune a pretrained language model on textually encoded tabular data and generate embeddings from the fine-tuned model. ERASMO employs a textual converter to transform tabular data into a textual format, enabling the language model to process and understand the data more effectively. Additionally, ERASMO produces contextually rich and structurally representative embeddings through techniques such as random feature sequence shuffling and number verbalization. Extensive experimental evaluations were conducted using multiple datasets and baseline approaches. Our results demonstrate that ERASMO fully leverages the specific context of each tabular dataset, leading to more precise and nuanced embeddings for accurate clustering. This approach enhances clustering performance by capturing complex relationship patterns within diverse tabular data.",https://sol.sbc.org.br/index.php/bracis/article/view/33576
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Elevating Healthcare AI: Achieving Efficiency and Accuracy in Medical Applications with Surrogate-Based Multiobjective Compression of ResNet50 CNNs,"Machine learning, particularly convolutional neural networks (CNNs), has gained prominence in healthcare applications, including medical diagnosis and clinical support. However, the increasing size of CNNs poses challenges in resource-constrained medical devices and real-time applications. This paper explores the effectiveness of pruning and quantization on the ResNet50 model within the MedMNIST dataset, a valuable resource for medical image classification. The study evaluates a surrogate-based multiobjective compression method on three MedMNIST datasets: RetinaMNIST for diabetic retinopathy grading, DermaMNIST for disease categorization, and BloodMNIST for blood cell classification. Results demonstrate that the proposed compression method successfully identifies less computationally intensive models while maintaining or improving accuracy across all three healthcare-related datasets. A reduction of about 50% in inference time and an increase of more than 1% in accuracy were observed. These findings emphasize the practicality of compression techniques in healthcare applications, particularly for resource-constrained environments and real-time decision-making scenarios. This research opens avenues for further validation and exploration in other healthcare-related applications with higher-quality neural network models, ultimately enhancing the deployment of machine learning in the healthcare domain.",https://sol.sbc.org.br/index.php/bracis/article/view/33655
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Embedding Representations for AutoML Pipelines,"The area of Automated Machine Learning (AutoML) emerged to automate the tedious process of manually testing different sets of algorithms hyperparameters and other data engineering tasks involved in the process of solving a machine learning (ML) problem. While many researchers focus on developing and refining techniques, there have been few advances in understanding the models and how the optimization works. One way to tackle this problem is to investigate the fitness landscape and analyze the distance between solutions to describe this environment. These techniques require calculating distances between solutions in the search space. This is a problem, as in a diverse range of AutoML methods, machine learning pipelines are represented by a tree structure, which has limitations in computational time for calculating distances and does not account for the semantics for the solutions. In this direction, this paper proposes a new way to represent ML pipelines using embeddings. We use a Transformer model to generate embeddings of machine learning pipelines, and then evaluated the embeddings using the correlation between the distances calculated when using the two representations. We also perform a qualitative and a visual analyses to compare both representations. Developing this representation allows researchers to improve current AutoML methods by providing a better understanding of how difficult it is to search for them.",https://sol.sbc.org.br/index.php/bracis/article/view/33573
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Emotion Recognition in Instrumental Music Using AI,"This study aims to develop a predictive model for classifying emotions in instrumental music excerpts using machine learning techniques. The methodology involves experiments with three distinct datasets, including a newly created dataset for this research. The models employed include Random Forest, Multi-Layer Perceptron, and Convolutional Neural Network architectures. The experimental results, conducted with a single dataset for testing and validation, were generally positive. However, when attempting to generalize the models using different datasets, a considerable reduction in generalization capability was observed. Despite this, the study presents promising results, indicating that increasing the number of training data can significantly improve the models’ generalization capability.",https://sol.sbc.org.br/index.php/bracis/article/view/33627
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Enhancing Graph Data Quality by Leveraging Heterogeneous Node Features and Embeddings,"Heterogeneous Graphs are important data sources due to their rich representation of knowledge, primarily based on node features and relationships. It is common for these graphs to have significant data gaps, particularly in the nodes. Graph Neural Networks are state-of-the-art solutions that achieve excellent results by extracting information based on node relationships. However, they suffer from severe limitations when there is no available information in the graph elements, weakening their representation. This paper proposes the specifications and an algorithm to process different types of node features, such as text, images, and subgraphs, generating both single and composition embeddings. To evaluate the effectiveness of the proposed algorithm, experiments were conducted to generate the features and their respective node embeddings in a Heterogeneous Graph. The achieved performance was measured using the average of Accuracy, F1-Score, and their Standard Deviations based on the Recommender System tasks applied to the embeddings generated in the experiments. We can highlight the performance achievement in the experiments as the Node Classification task, using the composition of Aggregated Features with Metapaths embedding, which achieved an F1-Score of 83.66% overcoming the 60.70% achieved by the approach without embeddings.",https://sol.sbc.org.br/index.php/bracis/article/view/33574
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Enhancing Multiobjective Genetic Algorithms for Pharmaceutical Batch Scheduling: A Study on Partitioned Selection with Constraints and Mutation with Greedy Local Search Strategy,"Product Manufacturing scheduling or Batch Sequencing (BS) in real-world pharmaceutical manufacturing poses a complex multiobjective optimization challenge, intensified by constraints and uncertain demands. These problems are typically non-linear, may leading to low convergence of feasible solutions, and the computationally intensive evaluation functions may hinder the adoption of certain techniques. Multiobjective Evolutionary Algorithms (MOEAs) have been explored due to their flexible and efficient operators that can be applied to various non-linear multiobjective problems. This study proposes enhancements to MOEA operators, specifically a selection strategy with constraint-based partition for reinsertion to improve diversity and exploration, and a greedy local search strategy incorporated into the mutation operator to enhance the exploitation of the most promising regions. These enhancements were integrated into two models, ps-re and bl-bat, both of which demonstrated significant improvements in the performance metrics compared to a reference model.",https://sol.sbc.org.br/index.php/bracis/article/view/33628
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Ensemble of CNNs for Enhanced Leukocyte Classification in Acute Myeloid Leukemia Diagnosis,"Acute Myeloid Leukemia (AML) is one of the most lethal and aggressive forms of hematological cancer, characterized by the rapid proliferation of immature leukocytes. This disease is diagnosed by highly trained specialists who meticulously analyze microscopic images of blood smears. This work explores the feasibility and effectiveness of using eight Convolutional Neural Network (CNN) architectures to form specialized ensembles capable of accurately differentiating between mature and immature leukocytes. We used voting ensemble techniques and the bagging method to integrate CNNs that achieved the best individual performances. The bagging strategy, explicitly using the EfficientNet B3 CNN, stood out by achieving an accuracy of 96.62%, a precision of 98.11%, and a Kappa index of 92.27% on a dataset of 48,100 blood cell images. This performance enhancement highlights the superior diagnostic capabilities of this approach compared to the individual architectures of CNNs in identifying cell types in the context of AML diagnosis.",https://sol.sbc.org.br/index.php/bracis/article/view/33575
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Euclidean Alignment for Transfer Learning in Multi-band Common Spatial Pattern,"Stroke is a major cause of death and disability worldwide. Motor-Imagery based Brain-Computer Interface (MI-BCI) models offer a post-stroke rehabilitation option. Existing studies for MI-BCI use Transfer Learning techniques like Euclidean Alignment (EA) but lose important brain information due to bandpass filtering. This study introduces new BCI architecture with multi-band temporal filters and EA. The methods considered here are Filter Bank (FB), Empirical Mode Decomposition (EMD), and Continuous Wavelet Transform (CWT). Results show performance improvements, especially with EA being applied before Filter Bank. These models offer promise for post-stroke rehabilitation, particularly when using EA before the multi-band filter.",https://sol.sbc.org.br/index.php/bracis/article/view/33577
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Evaluating CNN-Based Classification Models Combined with the Smoothed Pseudo Wigner-Ville Distribution to Identify Low Probability of Interception Radar Signals,"Fundamental in defense, Radar Electronic Warfare (REW) requires adaptation to current threats. Automatic recognition algorithms for intrapulse modulations (ATR) of Low Probability of Interception (LPI) radar signals are essential in REW. Existing LPI signal ATR methods combine the Choi-Williams Distribution (CWD) pre-processing technique with Convolutional Neural Networks (CNN). This work proposes two new ATR combinations, based on SqueezeNet and GoogLeNet CNN. Both used the Smoothed Pseudo-Wigner-Ville distribution (SPWVD) pre-processing technique as an alternative to CWD. Replacing CWD by SPWVD was based on the hypothesis that the latter usually provides higher resolutions than the former. The proposed ATR overcame the SOTA ATR, achieving a 99.06% accuracy, under noisy environments and providing evidence to the hypothesis raised. Experiments involved two datasets with 13 types of modulations and 806,000 samples each.",https://sol.sbc.org.br/index.php/bracis/article/view/33578
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Evaluating Large Language Models for Tax Law Reasoning,"The ability to reason over laws is essential for legal professionals, facilitating interpreting and applying legal principles to complex real-world situations. Tax laws are crucial for funding government functions and shaping economic behavior, yet their interpretation poses challenges due to their complexity, constant evolution, and susceptibility to differing viewpoints. Large Language Models (LLMs) show considerable potential in supporting this reasoning process by processing extensive legal texts and generating relevant information. This study evaluates the performance of LLMs in legal reasoning within the domain of tax law for legal entities, utilizing a dataset of real-world questions and expert answers in Brazilian Portuguese. We employed quantitative metrics (BLEU, ROUGE) and qualitative assessment using a solid LLM to ensure factual accuracy and relevance. A novel dataset was curated, comprising genuine questions from legal entities in tax law, answered by legal experts with corresponding legal texts. The evaluation includes both open-source and proprietary LLMs, providing a assessment of their effectiveness in legal reasoning tasks. The strong correlation between robust LLM evaluator metric and Bert Score F1 suggests these metrics effectively capture semantic aspects pertinent to human-perceived quality.",https://sol.sbc.org.br/index.php/bracis/article/view/33579
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Evaluating Sentiment Quantification Methods in Brazilian Portuguese Corpora,"This paper evaluates sentiment quantification methods applied to Brazilian Portuguese corpora. Sentiment quantification, distinct from sentiment classification, estimates the distribution of sentiment classes (positive and negative) within a dataset. We investigate several quantification techniques, including the family Classify and Count (CC) and more sophisticated methods, such as Kernel Density Estimation (KDE) and Distribution y-Similarity (DyS). Our analysis uses five datasets, each containing different distributions of sentiment classes. Our experimental results indicate that KDE and DyS methods consistently outperform others, achieving the best average ranks in terms of quantification accuracy. Statistical tests, including the Friedman and Nemenyi tests, confirm significant performance differences among the methods, with KDE and DyS showing statistically significant improvements over the baseline CC method. These findings highlight the importance of choosing robust quantification techniques for accurate sentiment quantification in corpora across different domains.",https://sol.sbc.org.br/index.php/bracis/article/view/33629
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Evaluating Short Text Stream Clustering on Large E-commerce Datasets,"Latent Dirichlet Allocation (LDA) is a fundamental method for clustering short text streams. However, when applied to large datasets, it often faces significant challenges, and its performance is typically evaluated in domain-specific datasets such as news and tweets. This study aims to fill this gap by evaluating the effectiveness of short text clustering methods in a large and diverse e-commerce dataset. We specifically investigate how well these clustering algorithms adapt to the complex dynamics and larger scale of e-commerce text streams, which differ from their usual application domains. Our analysis focuses on the impact of high homogeneity scores on the reported Normalized Mutual Information (NMI) values. We particularly examine whether these scores are inflated due to the prevalence of single-element clusters. To address potential biases in clustering evaluation, we propose using the Akaike Information Criterion (AIC) as an alternative metric to reduce the formation of single-element clusters and provide a more balanced measure of clustering performance. We present new insights for applying short text clustering methodologies in real-world situations, especially in sectors like e-commerce, where text data volumes and dynamics present unique challenges.",https://sol.sbc.org.br/index.php/bracis/article/view/33630
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Evolutionary Adjustment of a Cellular Automata-BasedModel for Wildfire Spreading,"Due to climate change, the incidence of fires has increased considerably in recent decades, causing various damages to the environment. In this scenario, computational models based on Cellular Automata (CA) are capable of reproducing and predicting the behavior of fire propagation, aiding in control and prevention measures. However, constructing and adjusting the parameters of these models is not a trivial task. In this context, a method capable of automatically adjusting these parameters can assist in this stage, which demands deep knowledge on the subject. In this work a Genetic Algorithm (GA) is presented aiming the adequate adjusting of a CA-based model parameter set. Additionally, a new parameter is proposed allowing the adaptability of the CA model to the fire spreading dynamics, regardless of the sampling rate used to generate the reference data. The experiments shown that our approach was able to capture the dynamics present in the data.",https://sol.sbc.org.br/index.php/bracis/article/view/33631
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Explainability of Machine Learning Models with XGBoost and SHAP Values in the Context of Coping with Disasters,"A considerable part of Brazilian municipalities experiences the recurrence of emergencies, related to different types of disasters, which weakens them – both the public administration and the citizens – while they are equally oriented to operate transitions to achieve the 2030 Sustainable Development Goals (SDG) Agenda. To mitigate the crises addressed by the 2030 Agenda, intersectoral consultation guided by an integrated approach to social justice, accountability and sustainability is required to renew social dynamics and corresponding local public policies. The objective of this paper is to carry out an integrated analysis of such dynamics in their main social and economic components, modeling the indicators of some specific SGD and emergence decrees data as input variables to a classification problem and using explainable machine learning, namely SHAP values technique, to assess their intertwining and/or synergies. Three classification models were tested on data from 2003 to 2020 and the model which presented the best accuracy was analyzed with SHAP values, revealing that different variables are decisive for each phenomenon associated with the disaster and their understanding allows elucidating critical points to be addressed by managers.",https://sol.sbc.org.br/index.php/bracis/article/view/33656
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Explaining Biomarker Response to Anticoagulant Therapy in Atrial Fibrillation: A Study of Warfarin and Rivaroxaban with Machine Learning Models,"Atrial fibrillation (AF) is a common arrhythmia that originates in the heart’s upper chambers and can lead to serious complications like strokes and systemic embolism due to atrial thrombi. To mitigate these risks, anticoagulants such as warfarin and rivaroxaban are frequently prescribed. This study examines how known biomarkers behave under treatment with either warfarin or rivaroxaban. We developed high-performance models (AUROC > 0.94) to distinguish patient subpopulations based on their treatment. Additionally, we built models (AUROC > 0.97) to differentiate individuals with AF from a control group without the condition. Using synthetic data generation for training augmentation and explainable machine learning techniques, we analyzed biomarker behavior, uncovering distinct patterns based on whether patients received warfarin or rivaroxaban. Our approach provides valuable insights into the critical factors influencing biomarker variations across different treatments, enhancing our understanding of their roles in AF management.",https://sol.sbc.org.br/index.php/bracis/article/view/33580
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,"Exploring Climatic Shifts in Brazilian Climates: Insights from ARMAX, Decision Trees, and Artificial Neural Networks","Over the years, humanity has deepened its understanding of its actions’ profound impacts on global temperatures. Beyond the rise in global temperatures driven by global warming, local biomes also significantly influence regional temperature variations, often due to changes in land use. Historically, climatologists have attributed local temperature increases to deforestation, urban development, and agricultural activities. Although these factors are well-known, there remains a need for methodologies to objectively quantify the impact of land use changes on temperature increases. This paper proposes an explanation for temperature increase utilizing advanced statistical models such as ARMAX and neural networks with explainable AI components aiming to quantify the effects of these land use changes on local temperature trends over several years. For this purpose, two cities were chosen to apply the methodology. São Félix do Xingu, in the Brazilian Amazon rainforest (a city that has experienced significant deforestation due to agriculture over the last decade), and Cajazeiras, in the Brazilian semi-arid region (a city that has had substantial urban development over the years). The Data for this analysis were sourced from the MapBiomas Brazilian database and temperature records collected by the Brazilian National Institute of Meteorology. Our approach offers insights into human activities’ climatic impact, giving weight to soil changes and providing a methodology for further interdisciplinary studies, potentially serving as a starting point for specialist systems across various domains.",https://sol.sbc.org.br/index.php/bracis/article/view/33657
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Exploring Score-Based Ranking Fairness in Marketplace Environments Through Simulation,"We are currently witnessing growing concerns regarding fairness in online marketplace environments, particularly in situations involving platform-owned first-party selling, biased recommendation algorithms and trust formation. Regulatory measures, such as those imposed by the European Commission and the US Federal Trade Commission, underscore the importance of fair practices on these platforms. While machine learning ranking models are widely used in ranking multiple offers from various sellers, they can inadvertently introduce biases, raising regulators’ concerns. Despite recent advances in fair ranking algorithms, the long-term impact of fairness in ranking remains understudied. The contributions of this research are threefold: 1) it establishes a simulated online marketplace environment to complement traditional static experiments; 2) it assesses the long-term impact of fairness in utility of ranking algorithms; and 3) it evaluates state-of-the-art fairness techniques in dynamic environments. Findings reveal how utility in ranking fairness algorithms can be affected by the application of fairness techniques and how data drift impacts regular and fair ranking algorithms in a long-term scenario.",https://sol.sbc.org.br/index.php/bracis/article/view/33632
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Gender-Neutral English to Portuguese Machine Translator: Promoting Inclusive Language,"Machine translation (MT) plays a crucial role in globalization, making access to information more inclusive, although challenges persist for less popular languages, like Portuguese. One of the most complex challenges in the automatic translation into languages such as Portuguese is the precise preservation of masculine and feminine grammatical gender. There are still situations where translation does not adequately reflect gender equality, often reinforcing societal stereotypes. We aim to explore approaches to ensure fairness in English to Portuguese MT through post-processing techniques, which aim to apply some transformation to the model’s output. To this end, we used the MarianMT model as our foundation, then we fine-tuned it using a dataset of English-Portuguese sentences that was generated and carefully crafted to mitigate gender bias within the sentences. The results on gender disparities metrics, based on the WinoMT test set for MT such as ΔG, ΔS, and the overall accuracy (preserving the gender of the entity from the original) significantly improved with some drop in BLEU (Bilingual Evaluation Understudy) score. Our study focuses on addressing gender bias in the Portuguese language. However, it can also be adapted to other languages, since it is crucial to ensure truly fair and inclusive global communication.",https://sol.sbc.org.br/index.php/bracis/article/view/33658
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Going Bananas! - Unfolding Program Synthesis with Origami,"Automatically creating a computer program using input-output examples can be a challenging task, especially when trying to synthesize computer programs that require loops or recursion. Even though the use of recursion can make the algorithmic description more succinct and declarative, this concept creates additional barriers to program synthesis algorithms such as the creation and the attempt to evaluate non-terminating programs. One reason is that the recursive function must define how to traverse (or generate) the data structure and, at the same time, how to process it. In functional programming, the concept of Recursion Schemes decouples these two tasks by putting a major focus on the data processing. This can also help to avoid some of the pitfalls of recursive functions during program synthesis, as argued in the paper that introduced the Origami technique. The authors showed how this technique can be effective in finding solutions for programs that require folding a list. In this work, we incorporate other Recursion Schemes into Origami, such as accumulated folding, unfolding, and the combination of unfolding and folding. We evaluated it on the 29 problems of the standard General Program Synthesis Benchmark Suite 1, obtaining favorable results against other well-known algorithms. Overall, Origami achieves the best results in more problems than its predecessor (HOTGP) and an even higher increase when compared to other approaches. Not only that, but it can also consistently find a solution to problems for which other concurrent algorithms report a low success rate.",https://sol.sbc.org.br/index.php/bracis/article/view/33581
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,GovBERT-BR: A BERT-Based Language Model for Brazilian Portuguese Governmental Data,"Given the growing interest in natural language processing (NLP) for governmental applications, particularly in Brazil, where vast amounts of governmental data are processed daily, the need for specialized NLP models tailored to the nuances of Brazilian Portuguese and the legal and administrative domains has become increasingly apparent. However, existing models may struggle to accurately interpret the complexities of governmental texts, often leading to suboptimal performance in document classification and analysis tasks. To address these challenges, we introduce GovBERT-BR, a pre-trained language model tailored to the Brazilian governmental context, covering legal and administrative domains. Leveraging insights from diverse governmental texts, GovBERT-BR addresses the challenges of accurately interpreting Brazilian Portuguese and the unique legal and bureaucratic terminology prevalent in governmental documents. We present the pre-training process and experimental evaluation of GovBERT-BR, comparing its performance against baseline models across various text classification tasks relevant to the Brazilian public sector. Our findings demonstrate that GovBERT-BR outperforms existing models in document and short-text classification tasks, showcasing its efficacy in accurately analyzing governmental text data. Furthermore, our analysis reveals insights into the convergence behavior of GovBERT-BR during fine-tuning, highlighting its rapid adaptation to downstream tasks.",https://sol.sbc.org.br/index.php/bracis/article/view/33582
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,Growing Self-Organizing Maps for Multi-label Classification,"In Machine Learning, multi-label classification is the problem of simultaneously classifying an instance into two or more labels. It is a challenging problem since each label has its specialty, and correlations between them must be considered. A Self-Organizing Map (SOM) is a Neural Network where neurons organized in a grid are tuned to represent the input instances in self-organization. After tuning, similar instances in the input space are mapped to closer neurons in the grid. SOMs have already been used for multi-label problems, obtaining competitive results with other methods. However, the static nature of their grid of neurons is a disadvantage since it is difficult to define the optimized grid size for each problem. The Growing Self-Organizing Maps (GSOM) extends the SOMs, allowing the network to grow during execution based on the data characteristics. This paper proposes a GSOM to predict multi-label data. The experiments showed that GSOM obtained better or more competitive results in most of the datasets investigated compared to SOM and had a competitive performance compared to other methods.",https://sol.sbc.org.br/index.php/bracis/article/view/33583
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,HAVANA: Hybrid Attentional Graph Convolutional Network Semantic Venue Annotation Model,"The increasing geospatial data availability has enabled extensive urban mobility studies. However, some tasks require point-of-interest labels, which are missing or inaccurate on public datasets. In this context, the existing solutions fail to utilize different types of convolutional filters regarding graph neural networks, thereby hindering their performance in labeling place categories. To address these shortcomings, this work proposes a new model to annotate points of interest semantically characterized by a hybrid architecture that uses a spatial and spectral filter integrated with a self-attention mechanism. Our results demonstrate an improvement of up to 25.05% in F1-Score compared to three state-of-the-art models across three different datasets.",https://sol.sbc.org.br/index.php/bracis/article/view/33633
BRACIS,2024,2024: Anais da XXXIV Brazilian Conference on Intelligent Systems,HEACT: Hybrid Evolutionary Algorithm for the Multi-region Multi-objective Cloud Task Scheduling Problem. A Study of Workflow Scheduling in AWS EC2,"Cloud computing has revolutionized the provisioning and access of computing resources, offering scalable and flexible alternatives to traditional infrastructure. However, defining how to use these computational resources may be challenging. This paper addresses the challenge of workflow scheduling in cloud environments, focusing on Amazon Web Services (AWS) Elastic Compute Cloud (EC2). We present HEACT, a novel approach that integrates a multi-objective evolutionary algorithm with a specialist scheduling heuristic. The evolutionary algorithm is responsible for generating an initial set of machines (with their performance capability and cost information). The set is sent to the specialist scheduling heuristic for efficient task assignment in these machines. Our approach considers fourteen AWS regions, accurate pricing information from AWS, and employs SimGrid to simulate task execution. The proposed method was benchmarked considering established heuristics (HEFT, PEFT, HSIP, MPEFT) and meta-heuristics (NSGA-II, AGEMOEA2). Results demonstrated that the combinations of AGEMOEA2 with MPEFT and AGEMOEA2 with HEFT yield the best performance, indicating AGEMOEA2’s efficacy as a state-of-the-art meta-heuristic for workflow scheduling.",https://sol.sbc.org.br/index.php/bracis/article/view/33584
